Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),PV_component
11,8,17,0,14,26.808,4,13.578,26.334,24.368,11.715,171.405
11,8,18,0,0,26.778,3,0,26.778,0,0,5.8575
11,8,19,0,0,26.796,3,0,26.796,0,0,0
11,8,20,0,0,26.806,3,0,26.806,0,0,0
11,8,21,0,0,26.782,3,0,26.782,0,0,0
11,8,22,0,0,26.732,3,0,26.732,0,0,0
11,8,23,0,0,26.672,3,0,26.672,0,0,0
11,9,0,0,0,26.584,3,0,26.584,0,0,0
11,9,1,0,0,26.486,3,0,26.486,0,0,0
11,9,2,0,0,26.468,3,0,26.468,0,0,0
11,9,3,0,0,26.489,3,0,26.489,0,0,0
11,9,4,0,0,26.515,3,0,26.515,0,0,0
11,9,5,0,0,26.603,3,0,26.603,0,0,0
11,9,6,50,41,26.877,3,58.494,26.873,100.269,81.519,40.7595
11,9,7,0,99,27.158,3,94.523,28.168,168.167,143.887,112.703
11,9,8,95,252,27.476,3,322.473,33.945,556.818,499.502,321.6945
11,9,9,0,129,27.797,3,123.376,30.163,217.411,189.075,344.2885
11,9,10,3,177,28.021,3,173.097,31.073,303.691,268.158,228.6165
11,9,11,52,321,28.16,3,373.248,36.005,639.219,574.597,421.3775
11,9,12,351,403,28.151,3,763.593,45.335,1247.104,1125.318,849.9575
11,9,13,680,214,28.04,3,828.051,47.536,1334.94,1204.419,1164.8685
11,9,14,251,320,27.781,3,509.621,40.292,850.719,766.86,985.6395
11,9,15,57,239,27.414,3,275.033,33.783,473.701,423.648,595.254
11,9,16,42,131,27.117,3,156.876,30.142,272.395,239.486,331.567
11,9,17,0,9,26.923,3,8.729,26.129,15.68,3.72,121.603
11,9,18,0,0,26.938,3,0,26.938,0,0,1.86
11,9,19,0,0,26.979,4,0,26.979,0,0,0
11,9,20,0,0,26.948,4,0,26.948,0,0,0
11,9,21,0,0,26.884,4,0,26.884,0,0,0
11,9,22,0,0,26.805,4,0,26.805,0,0,0
11,9,23,0,0,26.733,4,0,26.733,0,0,0
11,10,0,0,0,26.663,5,0,26.663,0,0,0
11,10,1,0,0,26.604,5,0,26.604,0,0,0
11,10,2,0,0,26.553,5,0,26.553,0,0,0
11,10,3,0,0,26.565,4,0,26.565,0,0,0
11,10,4,0,0,26.578,4,0,26.578,0,0,0
11,10,5,0,0,26.607,4,0,26.607,0,0,0
11,10,6,47,40,26.86,4,56.502,26.825,96.996,78.511,39.2555
11,10,7,446,115,27.206,4,376.061,34.176,633.51,569.397,323.954
11,10,8,695,121,27.506,4,657.179,41.023,1089.813,983.37,776.3835
11,10,9,598,234,27.774,4,790.961,44.595,1295.531,1168.943,1076.1565
11,10,10,104,369,27.942,4,481.865,38.592,814.626,734.099,951.521
11,10,11,202,412,27.966,5,627.974,39.823,1055.105,951.995,843.047
11,10,12,42,341,27.906,5,382.378,35.262,657.25,591.015,771.505
11,10,13,369,360,27.734,5,699.14,40.796,1167.716,1053.721,822.368
11,10,14,115,323,27.571,5,409.499,35.559,701.21,631.022,842.3715
11,10,15,5,172,27.378,4,170.935,30.667,300.265,265.02,448.021
11,10,16,0,43,27.198,4,40.826,27.184,72.975,56.429,160.7245
11,10,17,0,6,27.019,4,5.819,25.969,10.461,0,28.2145
11,10,18,0,0,27.051,3,0,27.051,0,0,0
11,10,19,0,0,27.102,3,0,27.102,0,0,0
11,10,20,0,0,27.065,3,0,27.065,0,0,0
11,10,21,0,0,26.997,3,0,26.997,0,0,0
11,10,22,0,0,26.934,3,0,26.934,0,0,0
11,10,23,0,0,26.859,3,0,26.859,0,0,0
11,11,0,0,0,26.736,3,0,26.736,0,0,0
11,11,1,0,0,26.651,3,0,26.651,0,0,0
11,11,2,0,0,26.589,3,0,26.589,0,0,0
11,11,3,0,0,26.586,3,0,26.586,0,0,0
11,11,4,0,0,26.598,3,0,26.598,0,0,0
11,11,5,0,0,26.658,3,0,26.658,0,0,0
11,11,6,65,44,26.88,3,66.729,27.073,113.579,93.751,46.8755
11,11,7,314,132,27.107,2,321.147,34.264,543.217,487.097,290.424
11,11,8,635,154,27.423,2,647.838,43.682,1060.336,956.725,721.911
11,11,9,642,184,27.893,2,778.35,48.301,1250.288,1128.187,1042.456
11,11,10,679,210,28.362,2,899.361,52.049,1417.585,1278.735,1203.461
11,11,11,845,152,28.681,2,1018.329,55.52,1575.282,1420.244,1349.4895
11,11,12,844,152,28.679,3,985.936,52.18,1552.8,1400.094,1410.169
11,11,13,779,157,28.524,3,851.695,49.023,1362.09,1228.844,1314.469
11,11,14,756,130,28.225,3,689.623,44.837,1119.077,1009.808,1119.326
11,11,15,553,163,27.811,3,465.717,39,762.231,686.505,848.1565
11,11,16,266,116,27.323,3,207.479,32.008,336.908,298.574,492.5395
11,11,17,0,11,27.053,3,10.668,26.436,19.137,6.901,152.7375
11,11,18,0,0,27.099,3,0,27.099,0,0,3.4505
11,11,19,0,0,27.156,3,0,27.156,0,0,0
11,11,20,0,0,27.092,3,0,27.092,0,0,0
11,11,21,0,0,26.976,3,0,26.976,0,0,0
11,11,22,0,0,26.838,3,0,26.838,0,0,0
11,11,23,0,0,26.683,3,0,26.683,0,0,0
11,12,0,0,0,26.568,3,0,26.568,0,0,0
11,12,1,0,0,26.502,3,0,26.502,0,0,0
11,12,2,0,0,26.45,3,0,26.45,0,0,0
11,12,3,0,0,26.461,3,0,26.461,0,0,0
11,12,4,0,0,26.47,3,0,26.47,0,0,0
11,12,5,0,0,26.515,3,0,26.515,0,0,0
11,12,6,95,40,26.771,3,75.248,27.165,126.107,105.261,52.6305
11,12,7,9,124,27.164,3,124.254,28.922,219.927,191.383,148.322
11,12,8,88,255,27.651,3,320.747,34.154,553.337,496.327,343.855
11,12,9,39,337,28.164,3,373.212,36.36,637.937,573.43,534.8785
11,12,10,100,390,28.608,3,490.59,39.624,825.08,743.59,658.51
11,12,11,621,269,28.862,4,920.489,48.011,1482.603,1337.126,1040.358
11,12,12,644,249,28.82,4,898.471,48.315,1444.571,1302.978,1320.052
11,12,13,440,318,28.631,4,725.009,44.536,1187.755,1071.804,1187.391
11,12,14,340,303,28.265,4,563.326,40.492,938.586,846.531,959.1675
11,12,15,44,233,27.783,3,262.553,33.995,452.213,404.02,625.2755
11,12,16,49,127,27.316,3,154.926,30.267,268.153,235.599,319.8095
11,12,17,0,6,26.965,3,5.819,26.097,10.455,0,117.7995
11,12,18,0,0,27.046,2,0,27.046,0,0,0
11,12,19,0,0,27.131,2,0,27.131,0,0,0
11,12,20,0,0,27.227,2,0,27.227,0,0,0
11,12,21,0,0,27.215,2,0,27.215,0,0,0
11,12,22,0,0,27.175,2,0,27.175,0,0,0
11,12,23,0,0,27.126,2,0,27.126,0,0,0
11,13,0,0,0,27.063,2,0,27.063,0,0,0
11,13,1,0,0,26.993,2,0,26.993,0,0,0
11,13,2,0,0,26.883,2,0,26.883,0,0,0
11,13,3,0,0,26.753,2,0,26.753,0,0,0
11,13,4,0,0,26.584,2,0,26.584,0,0,0
11,13,5,0,0,26.516,3,0,26.516,0,0,0
11,13,6,92,40,26.596,3,74.326,26.962,124.846,104.103,52.0515
11,13,7,411,118,26.845,2,360.181,35.038,604.749,543.196,323.6495
11,13,8,641,129,27.542,2,625.51,43.355,1025.17,924.92,734.058
11,13,9,672,172,28.477,2,792.049,49.14,1266.591,1142.877,1033.8985
11,13,10,798,156,29.03,2,954.083,54.038,1487.704,1341.704,1242.2905
11,13,11,731,215,29.257,2,974.892,55.185,1510.859,1362.481,1352.0925
11,13,12,787,194,29.17,2,974.35,55.144,1510.059,1361.763,1362.122
11,13,13,342,359,28.906,2,675.701,47.693,1089.098,982.724,1172.2435
11,13,14,126,321,28.553,3,416.109,38.576,701.789,631.548,807.136
11,13,15,462,198,28.081,3,451.761,38.309,745.284,671.102,651.325
11,13,16,264,116,27.556,3,208.046,32.224,337.876,299.46,485.281
11,13,17,0,8,27.16,2,7.759,26.462,13.916,2.096,150.778
11,13,18,0,0,27.173,2,0,27.173,0,0,1.048
11,13,19,0,0,27.179,2,0,27.179,0,0,0
11,13,20,0,0,27.114,2,0,27.114,0,0,0
11,13,21,0,0,27.005,2,0,27.005,0,0,0
11,13,22,0,0,26.83,2,0,26.83,0,0,0
11,13,23,0,0,26.669,2,0,26.669,0,0,0
11,14,0,0,0,26.478,2,0,26.478,0,0,0
11,14,1,0,0,26.329,2,0,26.329,0,0,0
11,14,2,0,0,26.262,2,0,26.262,0,0,0
11,14,3,0,0,26.231,2,0,26.231,0,0,0
11,14,4,0,0,26.299,2,0,26.299,0,0,0
11,14,5,0,0,26.366,2,0,26.366,0,0,0
11,14,6,59,39,26.346,2,59.601,26.329,101.725,82.858,41.429
11,14,7,489,106,26.702,2,394.262,35.731,658.259,591.934,337.396
11,14,8,695,121,27.518,2,656.818,44.213,1071.467,966.788,779.361
11,14,9,766,133,28.344,2,830.858,50.041,1322.147,1192.906,1079.847
11,14,10,823,147,28.949,1,968.714,58.7,1472.181,1327.77,1260.338
11,14,11,842,152,29.182,1,1014.909,60.611,1526.128,1376.177,1351.9735
11,14,12,840,151,29.085,2,981.115,55.331,1518.969,1369.757,1372.967
11,14,13,718,211,28.756,2,859.425,52.022,1352.829,1220.514,1295.1355
11,14,14,212,317,28.241,2,480.439,41.874,795.969,717.156,968.835
11,14,15,0,113,27.776,2,108.673,30.677,191.026,164.869,441.0125
11,14,16,0,46,27.46,2,43.881,27.417,78.349,61.37,113.1195
11,14,17,0,6,27.142,2,5.819,25.848,10.467,0,30.685
11,14,18,0,0,27.041,2,0,27.041,0,0,0
11,14,19,0,0,26.928,2,0,26.928,0,0,0
11,14,20,0,0,26.88,2,0,26.88,0,0,0
11,14,21,0,0,26.853,2,0,26.853,0,0,0
11,14,22,0,0,26.79,2,0,26.79,0,0,0
11,14,23,0,0,26.69,2,0,26.69,0,0,0
11,15,0,0,0,26.587,2,0,26.587,0,0,0
11,15,1,0,0,26.55,2,0,26.55,0,0,0
11,15,2,0,0,26.454,2,0,26.454,0,0,0
11,15,3,0,0,26.38,2,0,26.38,0,0,0
11,15,4,0,0,26.405,3,0,26.405,0,0,0
11,15,5,0,0,26.457,2,0,26.457,0,0,0
11,15,6,125,38,26.578,2,83.215,27.206,137.668,115.881,57.9405
11,15,7,92,145,26.629,2,200.38,30.656,348.815,309.472,212.6765
11,15,8,379,232,26.905,2,535.236,39.977,894.322,806.411,557.9415
11,15,9,100,334,27.154,2,424.6,38.418,718.221,646.495,726.453
11,15,10,58,397,27.361,2,457.441,39.128,771.267,694.716,670.6055
11,15,11,16,327,27.381,3,334.675,35.007,575.995,516.988,605.852
11,15,12,22,339,27.408,3,352.118,35.144,605.598,543.97,530.479
11,15,13,137,385,27.301,3,517.356,38.879,872.954,787.033,665.5015
11,15,14,139,322,27.106,3,433.837,37.16,736.795,663.385,725.209
11,15,15,0,92,26.873,3,87.865,28.656,155.958,132.678,398.0315
11,15,16,0,46,26.661,3,43.886,26.524,78.69,61.683,97.1805
11,15,17,0,6,26.436,3,5.819,25.27,10.496,0,30.8415
11,15,18,0,0,26.391,3,0,26.391,0,0,0
11,15,19,0,0,26.342,3,0,26.342,0,0,0
11,15,20,0,0,26.263,3,0,26.263,0,0,0
11,15,21,0,0,26.169,3,0,26.169,0,0,0
11,15,22,0,0,26.078,3,0,26.078,0,0,0
11,15,23,0,0,25.974,3,0,25.974,0,0,0
11,16,0,0,0,25.853,3,0,25.853,0,0,0
11,16,1,0,0,25.748,3,0,25.748,0,0,0
11,16,2,0,0,25.673,3,0,25.673,0,0,0
11,16,3,0,0,25.641,3,0,25.641,0,0,0
11,16,4,0,0,25.639,3,0,25.639,0,0,0
11,16,5,0,0,25.671,3,0,25.671,0,0,0
11,16,6,111,39,25.839,3,79.717,26.313,133.213,111.789,55.8945
11,16,7,529,92,26.018,3,401.24,34.267,673.542,605.845,358.817
11,16,8,690,120,26.359,3,651.588,41.111,1079.899,974.41,790.1275
11,16,9,774,137,26.848,3,841.576,46.423,1364.991,1231.453,1102.9315
11,16,10,819,147,27.2,3,964.236,49.893,1537.437,1386.319,1308.886
11,16,11,839,151,27.485,3,1010.504,51.448,1598.095,1440.683,1413.501
11,16,12,837,151,27.504,3,978.273,50.863,1551.66,1399.071,1419.877
11,16,13,571,255,27.365,3,775.064,46.182,1258.637,1135.711,1267.391
11,16,14,765,135,27.11,4,704.149,42.369,1157.549,1044.545,1090.128
11,16,15,672,117,26.728,4,485.95,37.297,798.663,719.604,882.0745
11,16,16,0,85,26.327,3,85.827,28.18,152.686,129.674,424.639
11,16,17,0,6,26.099,3,5.819,25.028,10.508,0,64.837
11,16,18,0,0,26.06,3,0,26.06,0,0,0
11,16,19,0,0,26.076,3,0,26.076,0,0,0
11,16,20,0,0,26.086,3,0,26.086,0,0,0
11,16,21,0,0,26.102,3,0,26.102,0,0,0
11,16,22,0,0,26.096,3,0,26.096,0,0,0
11,16,23,0,0,26.075,3,0,26.075,0,0,0
11,17,0,0,0,26.042,3,0,26.042,0,0,0
11,17,1,0,0,26.014,2,0,26.014,0,0,0
11,17,2,0,0,25.97,2,0,25.97,0,0,0
11,17,3,0,0,25.935,2,0,25.935,0,0,0
11,17,4,0,0,25.887,2,0,25.887,0,0,0
11,17,5,0,0,25.857,2,0,25.857,0,0,0
11,17,6,15,37,25.849,2,40.599,25.301,71.877,55.419,27.7095
11,17,7,129,144,26.125,2,219.925,30.522,382.013,339.847,197.633
11,17,8,691,120,26.861,2,652.059,42.938,1070.595,966,652.9235
11,17,9,776,137,27.845,2,842.985,49.84,1342.836,1211.524,1088.762
11,17,10,821,147,28.811,1,965.858,58.539,1469.145,1325.045,1268.2845
11,17,11,840,151,29.538,1,1011.315,60.838,1518.765,1369.574,1347.3095
11,17,12,839,151,29.756,1,980.228,60.388,1475.525,1330.772,1350.173
11,17,13,782,159,29.518,1,857.987,56.836,1315.381,1186.815,1258.7935
11,17,14,767,135,28.94,1,706.179,51.745,1105.227,997.297,1092.056
11,17,15,239,229,28.551,1,366.17,41.167,601.249,540.007,768.652
11,17,16,0,54,28.221,1,52.148,29.787,92.061,73.975,306.991
11,17,17,0,6,27.941,1,5.819,26.46,10.437,0,36.9875
11,17,18,0,0,27.921,1,0,27.921,0,0,0
11,17,19,0,0,27.811,1,0,27.811,0,0,0
11,17,20,0,0,27.638,1,0,27.638,0,0,0
11,17,21,0,0,27.421,1,0,27.421,0,0,0
11,17,22,0,0,27.195,1,0,27.195,0,0,0
11,17,23,0,0,26.999,1,0,26.999,0,0,0
11,18,0,0,0,26.804,1,0,26.804,0,0,0
11,18,1,0,0,26.659,1,0,26.659,0,0,0
11,18,2,0,0,26.496,1,0,26.496,0,0,0
11,18,3,0,0,26.351,1,0,26.351,0,0,0
11,18,4,0,0,26.245,2,0,26.245,0,0,0
11,18,5,0,0,26.202,2,0,26.202,0,0,0
11,18,6,41,36,26.244,2,50.563,25.979,87.242,69.545,34.7725
11,18,7,499,97,26.438,2,389.855,35.324,651.499,585.779,327.662
11,18,8,689,120,27.11,2,650.269,43.635,1063.802,959.858,772.8185
11,18,9,260,326,27.881,2,575.645,43.289,949.601,856.509,908.1835
11,18,10,367,355,28.598,2,733.838,47.693,1183.843,1068.274,962.3915
11,18,11,63,432,29.079,1,501.121,45.679,817.064,736.313,902.2935
11,18,12,31,373,29.157,1,406.32,42.074,674.913,607.093,671.703
11,18,13,182,382,28.867,2,554.085,43.012,915.392,825.512,716.3025
11,18,14,379,299,28.415,2,589.758,43.888,965.516,870.925,848.2185
11,18,15,0,95,28.005,2,90.847,30.79,159.605,136.027,503.476
11,18,16,0,57,27.593,2,55.303,27.803,98.561,79.95,107.9885
11,18,17,0,6,27.206,2,5.819,25.952,10.462,0,39.975
11,18,18,0,0,26.981,2,0,26.981,0,0,0
11,18,19,0,0,26.762,2,0,26.762,0,0,0
11,18,20,0,0,26.603,2,0,26.603,0,0,0
11,18,21,0,0,26.466,2,0,26.466,0,0,0
11,18,22,0,0,26.365,2,0,26.365,0,0,0
11,18,23,0,0,26.307,2,0,26.307,0,0,0
11,19,0,0,0,26.252,2,0,26.252,0,0,0
11,19,1,0,0,26.223,2,0,26.223,0,0,0
11,19,2,0,0,26.245,2,0,26.245,0,0,0
11,19,3,0,0,26.307,2,0,26.307,0,0,0
11,19,4,0,0,26.315,2,0,26.315,0,0,0
11,19,5,0,0,26.318,1,0,26.318,0,0,0
11,19,6,14,35,26.402,1,38.262,25.636,67.643,51.525,25.7625
11,19,7,468,101,26.829,1,376.905,36.871,625.522,562.122,306.8235
11,19,8,691,120,27.556,2,651.405,44.064,1063.252,959.362,760.742
11,19,9,443,279,28.207,2,696.867,46.617,1129.573,1019.288,989.325
11,19,10,822,147,28.63,2,966.115,53.685,1509.322,1361.103,1190.1955
11,19,11,768,198,28.837,2,987.768,55.122,1531.331,1380.844,1370.9735
11,19,12,494,328,28.773,1,834.212,55.528,1290.221,1164.162,1272.503
11,19,13,47,320,28.693,1,363.057,41.754,603.902,542.424,853.293
11,19,14,47,331,28.52,1,371.889,39.843,624.143,560.866,551.645
11,19,15,84,246,28.276,1,300.079,37.497,506.632,453.715,507.2905
11,19,16,44,125,28.02,1,152.944,32.422,262.482,230.401,342.058
11,19,17,0,6,27.704,2,5.819,26.792,10.421,0,115.2005
11,19,18,0,0,27.507,2,0,27.507,0,0,0
11,19,19,0,0,27.253,2,0,27.253,0,0,0
11,19,20,0,0,26.928,3,0,26.928,0,0,0
11,19,21,0,0,26.587,3,0,26.587,0,0,0
11,19,22,0,0,26.226,3,0,26.226,0,0,0
11,19,23,0,0,25.883,3,0,25.883,0,0,0
11,20,0,0,0,25.583,3,0,25.583,0,0,0
11,20,1,0,0,25.358,3,0,25.358,0,0,0
11,20,2,0,0,25.238,3,0,25.238,0,0,0
11,20,3,0,0,25.149,3,0,25.149,0,0,0
11,20,4,0,0,25.104,3,0,25.104,0,0,0
11,20,5,0,0,25.113,3,0,25.113,0,0,0
11,20,6,133,35,25.516,3,86.723,26.148,143.905,121.61,60.805
11,20,7,533,92,26.475,3,402.8,34.781,674.175,606.421,364.0155
11,20,8,698,121,27.655,3,657.293,42.526,1081.328,975.701,791.061
11,20,9,785,138,28.726,3,850.718,48.471,1364.963,1231.428,1103.5645
11,20,10,831,148,29.636,2,975.529,55.285,1510.775,1362.406,1296.917
11,20,11,850,152,30.203,2,1021.737,57.25,1565.531,1411.505,1386.9555
11,20,12,848,152,30.314,2,990.045,56.73,1521.029,1371.604,1391.5545
11,20,13,824,146,30.235,1,881.867,58.177,1341.938,1210.715,1291.1595
11,20,14,774,136,29.913,1,714.172,52.981,1110.465,1002.029,1106.372
11,20,15,559,175,29.341,1,487.579,45.472,773.728,696.952,849.4905
11,20,16,69,105,28.822,1,134.83,33.552,227.345,198.187,447.5695
11,20,17,0,6,28.175,2,5.819,27.22,10.4,0,99.0935
11,20,18,0,0,27.869,2,0,27.869,0,0,0
11,20,19,0,0,27.457,2,0,27.457,0,0,0
11,20,20,0,0,27.06,2,0,27.06,0,0,0
11,20,21,0,0,26.684,2,0,26.684,0,0,0
11,20,22,0,0,26.283,2,0,26.283,0,0,0
11,20,23,0,0,25.958,2,0,25.958,0,0,0
11,21,0,0,0,25.699,2,0,25.699,0,0,0
11,21,1,0,0,25.554,2,0,25.554,0,0,0
11,21,2,0,0,25.412,2,0,25.412,0,0,0
11,21,3,0,0,25.166,2,0,25.166,0,0,0
11,21,4,0,0,25.144,2,0,25.144,0,0,0
11,21,5,0,0,25.242,2,0,25.242,0,0,0
11,21,6,83,36,25.507,2,67.266,25.669,113.665,93.83,46.915
11,21,7,526,91,26.245,2,397.605,35.381,663.451,596.661,345.2455
11,21,8,605,143,27.548,2,611.992,43.132,1004.144,905.895,751.278
11,21,9,777,137,28.686,2,842.113,50.522,1336.495,1205.818,1055.8565
11,21,10,822,147,29.34,1,965.32,59.016,1464.39,1320.776,1263.297
11,21,11,841,151,29.364,1,1011.462,60.678,1520.349,1370.994,1345.885
11,21,12,839,151,29.108,2,980.35,55.325,1517.82,1368.726,1369.86
11,21,13,816,146,28.723,2,875.259,52.368,1374.978,1240.435,1304.5805
11,21,14,766,135,28.281,2,708.007,47.597,1133.016,1022.396,1131.4155
11,21,15,673,117,27.874,2,490.691,41.323,791.142,712.772,867.584
11,21,16,492,86,27.548,2,249.947,34.181,386.812,344.236,528.504
11,21,17,0,6,27.231,2,5.819,26.621,10.429,0,172.118
11,21,18,0,0,27.08,2,0,27.08,0,0,0
11,21,19,0,0,26.946,2,0,26.946,0,0,0
11,21,20,0,0,26.824,2,0,26.824,0,0,0
11,21,21,0,0,26.725,2,0,26.725,0,0,0
11,21,22,0,0,26.61,2,0,26.61,0,0,0
11,21,23,0,0,26.549,2,0,26.549,0,0,0
11,22,0,0,0,26.547,1,0,26.547,0,0,0
11,22,1,0,0,26.607,1,0,26.607,0,0,0
11,22,2,0,0,26.625,1,0,26.625,0,0,0
11,22,3,0,0,26.634,1,0,26.634,0,0,0
11,22,4,0,0,26.586,1,0,26.586,0,0,0
11,22,5,0,0,26.548,1,0,26.548,0,0,0
11,22,6,78,35,26.546,2,64.517,26.669,108.64,89.213,44.6065
11,22,7,364,115,26.769,2,330.486,34.158,557.482,500.107,294.66
11,22,8,672,120,27.302,2,636.14,43.298,1042.333,940.445,720.276
11,22,9,579,211,27.839,2,748.58,47.487,1207.571,1089.677,1015.061
11,22,10,782,162,28.277,2,941.95,52.908,1477.763,1332.781,1211.229
11,22,11,766,190,28.494,2,977.089,54.477,1520.11,1370.779,1351.78
11,22,12,836,151,28.521,2,977.499,54.607,1519.365,1370.112,1370.4455
11,22,13,814,145,28.477,2,872.823,52.066,1373.391,1239.007,1304.5595
11,22,14,51,274,28.31,2,314.086,37.772,532.504,477.323,858.165
11,22,15,0,122,28.075,2,117.854,30.693,207.15,179.662,328.4925
11,22,16,0,42,27.688,2,39.857,27.575,71.111,54.714,117.188
11,22,17,0,6,27.458,2,5.819,26.162,10.452,0,27.357
11,22,18,0,0,27.323,2,0,27.323,0,0,0
11,22,19,0,0,27.193,2,0,27.193,0,0,0
11,22,20,0,0,27.162,1,0,27.162,0,0,0
11,22,21,0,0,27.118,1,0,27.118,0,0,0
11,22,22,0,0,26.935,1,0,26.935,0,0,0
11,22,23,0,0,26.619,1,0,26.619,0,0,0
11,23,0,0,0,26.227,2,0,26.227,0,0,0
11,23,1,0,0,25.864,3,0,25.864,0,0,0
11,23,2,0,0,25.649,3,0,25.649,0,0,0
11,23,3,0,0,25.582,3,0,25.582,0,0,0
11,23,4,0,0,25.609,3,0,25.609,0,0,0
11,23,5,0,0,25.634,3,0,25.634,0,0,0
11,23,6,72,34,25.781,3,61.437,25.815,104.065,85.008,42.504
11,23,7,73,136,26.047,3,175.606,28.961,308.415,272.485,178.7465
11,23,8,367,227,26.522,3,512.527,37.574,866.546,781.22,526.8525
11,23,9,56,284,27.093,3,334.274,34.84,575.625,516.651,648.9355
11,23,10,236,376,27.648,3,628.978,41.721,1046.578,944.284,730.4675
11,23,11,95,408,28.047,3,508.503,40.068,853.314,769.214,856.749
11,23,12,15,250,28.221,3,256.77,34.172,443.73,396.269,582.7415
11,23,13,53,379,28.217,3,431.345,37.6,732.707,659.668,527.9685
11,23,14,109,314,28.086,3,399.07,37.141,678.133,610.023,634.8455
11,23,15,0,80,27.904,2,76.104,29.683,134.419,112.897,361.46
11,23,16,0,60,27.624,2,58.508,27.873,104.239,85.168,99.0325
11,23,17,0,6,27.42,2,5.819,26.185,10.451,0,42.584
11,23,18,0,0,27.267,2,0,27.267,0,0,0
11,23,19,0,0,27.045,2,0,27.045,0,0,0
11,23,20,0,0,26.788,2,0,26.788,0,0,0
11,23,21,0,0,26.506,2,0,26.506,0,0,0
11,23,22,0,0,26.208,2,0,26.208,0,0,0
11,23,23,0,0,25.895,2,0,25.895,0,0,0
11,24,0,0,0,25.581,2,0,25.581,0,0,0
11,24,1,0,0,25.298,2,0,25.298,0,0,0
11,24,2,0,0,25.088,2,0,25.088,0,0,0
11,24,3,0,0,24.976,2,0,24.976,0,0,0
11,24,4,0,0,24.938,2,0,24.938,0,0,0
11,24,5,0,0,24.937,2,0,24.937,0,0,0
11,24,6,43,36,25.202,2,51.288,24.922,88.776,70.955,35.4775
11,24,7,99,144,25.673,2,203.638,29.663,355.875,315.933,193.444
11,24,8,238,247,26.696,2,438.698,37.314,743.572,669.545,492.739
11,24,9,440,276,27.759,2,690.248,45.408,1125.855,1015.93,842.7375
11,24,10,749,196,28.703,2,949.587,53.341,1486.256,1340.405,1178.1675
11,24,11,386,373,29.396,2,782.517,50.698,1242.517,1121.184,1230.7945
11,24,12,356,383,29.815,2,750.786,49.872,1197.265,1080.382,1100.783
11,24,13,644,260,29.985,2,847.998,52.302,1333.085,1202.749,1141.5655
11,24,14,160,318,29.777,2,447.548,42.534,739.585,665.921,934.335
11,24,15,683,118,29.282,2,499.769,42.18,802.8,723.361,694.641
11,24,16,503,87,28.621,2,257.096,35.478,396.149,352.776,538.0685
11,24,17,0,17,27.966,2,16.487,27.692,29.4,16.346,184.561
11,24,18,0,0,27.53,2,0,27.53,0,0,8.173
11,24,19,0,0,26.987,2,0,26.987,0,0,0
11,24,20,0,0,26.475,3,0,26.475,0,0,0
11,24,21,0,0,26.011,3,0,26.011,0,0,0
11,24,22,0,0,25.628,3,0,25.628,0,0,0
11,24,23,0,0,25.311,3,0,25.311,0,0,0
11,25,0,0,0,25.028,3,0,25.028,0,0,0
11,25,1,0,0,24.761,3,0,24.761,0,0,0
11,25,2,0,0,24.588,3,0,24.588,0,0,0
11,25,3,0,0,24.454,3,0,24.454,0,0,0
11,25,4,0,0,24.372,3,0,24.372,0,0,0
11,25,5,0,0,24.335,3,0,24.335,0,0,0
11,25,6,60,33,24.704,3,56.396,24.586,96.61,78.156,39.078
11,25,7,526,90,25.761,3,395.2,33.812,664.115,597.265,337.7105
11,25,8,695,120,26.944,3,651.542,41.675,1076.232,971.095,784.18
11,25,9,729,149,27.832,3,810.433,46.692,1312.479,1184.202,1077.6485
11,25,10,829,147,28.484,3,970.307,51.199,1536.292,1385.293,1284.7475
11,25,11,738,221,28.98,3,986.82,52.387,1552.757,1400.055,1392.674
11,25,12,367,378,29.262,3,756.279,47.639,1220.352,1101.203,1250.629
11,25,13,328,358,29.276,3,666.454,45.138,1088.703,982.366,1041.7845
11,25,14,667,188,28.978,2,694.445,47.353,1114.008,1005.229,993.7975
11,25,15,655,114,28.623,2,481.701,41.798,775.565,698.621,851.925
11,25,16,468,83,28.169,2,242.984,34.599,376.872,335.144,516.8825
11,25,17,0,15,27.66,2,14.548,27.277,25.992,13.21,174.177
11,25,18,0,0,27.333,3,0,27.333,0,0,6.605
11,25,19,0,0,26.937,3,0,26.937,0,0,0
11,25,20,0,0,26.552,3,0,26.552,0,0,0
11,25,21,0,0,26.191,3,0,26.191,0,0,0
11,25,22,0,0,25.91,3,0,25.91,0,0,0
11,25,23,0,0,25.717,3,0,25.717,0,0,0
11,26,0,0,0,25.545,3,0,25.545,0,0,0
11,26,1,0,0,25.421,3,0,25.421,0,0,0
11,26,2,0,0,25.344,3,0,25.344,0,0,0
11,26,3,0,0,25.322,3,0,25.322,0,0,0
11,26,4,0,0,25.335,3,0,25.335,0,0,0
11,26,5,0,0,25.347,3,0,25.347,0,0,0
11,26,6,86,33,25.726,3,64.904,25.842,108.985,89.529,44.7645
11,26,7,521,90,26.705,3,392.064,34.712,655.877,589.765,339.647
11,26,8,691,119,28,3,646.924,42.609,1063.436,959.528,774.6465
11,26,9,779,137,29.058,3,841.065,48.56,1348.684,1216.785,1088.1565
