Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),PV_component
6,25,21,0,0,27.163,4,0,27.163,0,0,0
6,25,22,0,0,27.083,4,0,27.083,0,0,0
6,25,23,0,0,26.986,4,0,26.986,0,0,0
6,26,0,0,0,26.927,4,0,26.927,0,0,0
6,26,1,0,0,26.857,4,0,26.857,0,0,0
6,26,2,0,0,26.792,4,0,26.792,0,0,0
6,26,3,0,0,26.729,4,0,26.729,0,0,0
6,26,4,0,0,26.706,4,0,26.706,0,0,0
6,26,5,0,0,26.712,4,0,26.712,0,0,0
6,26,6,12,37,26.86,4,36.466,26.39,64.277,48.43,24.215
6,26,7,138,144,27.11,4,176.16,29.752,298.329,263.247,155.8385
6,26,8,384,212,27.427,4,390.582,34.946,654.866,588.844,426.0455
6,26,9,551,211,27.932,4,560.785,39.462,932.865,841.347,715.0955
6,26,10,711,192,28.412,4,721.55,43.611,1182.393,1066.966,954.1565
6,26,11,775,167,28.675,4,781.041,45.4,1270.426,1146.332,1106.649
6,26,12,780,168,28.701,4,773.097,45.373,1256.728,1133.99,1140.161
6,26,13,680,223,28.52,4,692.365,43.516,1132.109,1021.578,1077.784
6,26,14,385,316,28.23,4,514.91,39.382,854.929,770.68,896.129
6,26,15,51,243,27.85,4,243.902,32.921,420.553,375.088,572.884
6,26,16,128,185,27.556,4,186.408,30.847,313.16,276.83,325.959
6,26,17,0,58,27.295,3,49.139,27.55,87.681,69.948,173.389
6,26,18,0,0,27.242,3,0,27.242,0,0,34.974
6,26,19,0,0,27.22,3,0,27.22,0,0,0
6,26,20,0,0,27.232,3,0,27.232,0,0,0
6,26,21,0,0,27.18,3,0,27.18,0,0,0
6,26,22,0,0,27.078,3,0,27.078,0,0,0
6,26,23,0,0,26.997,3,0,26.997,0,0,0
6,27,0,0,0,26.959,3,0,26.959,0,0,0
6,27,1,0,0,26.944,3,0,26.944,0,0,0
6,27,2,0,0,26.951,3,0,26.951,0,0,0
6,27,3,0,0,26.959,3,0,26.959,0,0,0
6,27,4,0,0,26.955,3,0,26.955,0,0,0
6,27,5,0,0,27.004,3,0,27.004,0,0,0
6,27,6,0,36,27.254,3,34.134,26.68,61.16,45.563,22.7815
6,27,7,168,137,27.51,3,177.881,30.443,297.595,262.575,154.069
6,27,8,612,131,27.73,3,432.516,36.951,709.518,638.58,450.5775
6,27,9,701,150,27.986,3,604.995,41.741,992.718,895.553,767.0665
6,27,10,679,195,28.176,3,700.01,44.462,1142.178,1030.669,963.111
6,27,11,382,358,28.218,3,638.87,43.348,1051.871,949.071,989.87
6,27,12,356,335,28.137,3,591.405,42.059,979.768,883.83,916.4505
6,27,13,3,150,28.022,3,144.594,31.552,253.05,221.756,552.793
6,27,14,1,156,27.83,3,148.34,30.346,261.138,229.169,225.4625
6,27,15,81,271,27.585,3,280.467,33.207,481.398,430.677,329.923
6,27,16,0,80,27.373,3,75.493,28.493,134.102,112.606,271.6415
6,27,17,0,25,27.169,3,23.707,26.535,42.505,28.404,70.505
6,27,18,0,0,27.125,3,0,27.125,0,0,14.202
6,27,19,0,0,27.086,3,0,27.086,0,0,0
6,27,20,0,0,27.094,3,0,27.094,0,0,0
6,27,21,0,0,27.117,3,0,27.117,0,0,0
6,27,22,0,0,27.117,3,0,27.117,0,0,0
6,27,23,0,0,27.072,3,0,27.072,0,0,0
6,28,0,0,0,27.01,3,0,27.01,0,0,0
6,28,1,0,0,26.961,3,0,26.961,0,0,0
6,28,2,0,0,26.933,3,0,26.933,0,0,0
6,28,3,0,0,26.924,3,0,26.924,0,0,0
6,28,4,0,0,26.977,3,0,26.977,0,0,0
6,28,5,0,0,27.027,3,0,27.027,0,0,0
6,28,6,60,41,27.275,3,43.403,26.924,71.973,55.507,27.7535
6,28,7,448,99,27.561,3,230.385,31.754,361.913,321.458,188.4825
6,28,8,612,131,27.88,3,432.405,37.224,708.336,637.504,479.481
6,28,9,701,150,28.079,3,605.018,41.834,992.286,895.162,766.333
6,28,10,751,161,28.204,4,724.419,43.547,1187.153,1071.26,983.211
6,28,11,775,167,28.253,4,781.725,45.004,1274.202,1149.733,1110.4965
6,28,12,779,168,28.247,4,773.31,44.932,1260.031,1136.967,1143.35
6,28,13,470,300,28.16,4,614.07,41.536,1016.271,916.869,1026.918
6,28,14,304,325,27.949,4,476.556,38.145,797.932,718.94,817.9045
6,28,15,394,232,27.682,4,371.731,35.396,611.752,549.577,634.2585
6,28,16,336,167,27.462,3,212.541,32.038,334.014,295.924,422.7505
6,28,17,17,76,27.229,3,59.957,27.805,106.855,87.572,191.748
6,28,18,0,0,27.145,3,0,27.145,0,0,43.786
6,28,19,0,0,27.126,3,0,27.126,0,0,0
6,28,20,0,0,27.085,3,0,27.085,0,0,0
6,28,21,0,0,27.052,3,0,27.052,0,0,0
6,28,22,0,0,27.018,3,0,27.018,0,0,0
6,28,23,0,0,26.984,3,0,26.984,0,0,0
6,29,0,0,0,26.938,4,0,26.938,0,0,0
6,29,1,0,0,26.878,4,0,26.878,0,0,0
6,29,2,0,0,26.887,4,0,26.887,0,0,0
6,29,3,0,0,26.885,4,0,26.885,0,0,0
6,29,4,0,0,26.879,4,0,26.879,0,0,0
6,29,5,0,0,26.871,5,0,26.871,0,0,0
6,29,6,52,44,27.04,5,45.286,26.806,76.161,59.358,29.679
6,29,7,312,125,27.222,5,210.948,30.3,342.733,303.906,181.632
6,29,8,611,131,27.423,5,431.831,35.059,715.021,643.584,473.745
6,29,9,700,150,27.669,4,604.433,40.192,999.645,901.823,772.7035
6,29,10,718,174,27.868,4,711.367,42.944,1169.587,1055.41,978.6165
6,29,11,621,282,28.044,4,761.889,44.364,1246.857,1125.095,1090.2525
6,29,12,121,366,28.18,4,437.34,37.839,741.256,667.44,896.2675
6,29,13,1,141,28.139,4,134.692,30.72,236.7,206.766,437.103
6,29,14,0,122,27.993,4,115.887,29.552,204.815,177.521,192.1435
6,29,15,0,97,27.829,4,92.132,28.831,163.395,139.506,158.5135
6,29,16,0,66,27.621,4,62.684,27.932,111.647,91.976,115.741
6,29,17,0,41,27.449,4,37.105,27.138,66.337,50.325,71.1505
6,29,18,0,0,27.399,4,0,27.399,0,0,25.1625
6,29,19,0,0,27.379,4,0,27.379,0,0,0
6,29,20,0,0,27.376,4,0,27.376,0,0,0
6,29,21,0,0,27.351,4,0,27.351,0,0,0
6,29,22,0,0,27.297,4,0,27.297,0,0,0
6,29,23,0,0,27.199,4,0,27.199,0,0,0
6,30,0,0,0,27.082,4,0,27.082,0,0,0
6,30,1,0,0,26.996,4,0,26.996,0,0,0
6,30,2,0,0,26.942,5,0,26.942,0,0,0
6,30,3,0,0,26.876,5,0,26.876,0,0,0
6,30,4,0,0,26.838,5,0,26.838,0,0,0
6,30,5,0,0,26.829,5,0,26.829,0,0,0
6,30,6,21,37,26.994,5,37.244,26.601,64.767,48.881,24.4405
6,30,7,0,63,27.273,5,59.831,27.39,106.842,87.56,68.2205
6,30,8,0,86,27.626,5,81.819,28.218,145.53,123.102,105.331
6,30,9,0,113,27.918,5,107.494,29.054,190.435,164.326,143.714
6,30,10,0,142,28.059,4,134.992,29.977,238.093,208.043,186.1845
6,30,11,2,164,28.055,4,157.452,30.513,276.977,243.685,225.864
6,30,12,4,251,27.943,4,240.711,32.234,419.914,374.504,309.0945
6,30,13,18,290,27.668,4,286.211,33.093,496.977,444.901,409.7025
6,30,14,2,230,27.398,4,217.709,31.444,381.21,339.112,392.0065
6,30,15,1,167,27.179,4,157.272,29.782,277.58,244.238,291.675
6,30,16,0,122,27.019,4,112.899,28.537,200.507,173.568,208.903
6,30,17,0,71,26.875,4,57.269,27.091,102.412,83.489,128.5285
6,30,18,0,0,26.857,4,0,26.857,0,0,41.7445
6,30,19,0,0,26.894,4,0,26.894,0,0,0
6,30,20,0,0,26.901,4,0,26.901,0,0,0
6,30,21,0,0,26.885,4,0,26.885,0,0,0
6,30,22,0,0,26.862,4,0,26.862,0,0,0
6,30,23,0,0,26.79,4,0,26.79,0,0,0
7,1,0,0,0,26.708,5,0,26.708,0,0,0
7,1,1,0,0,26.609,5,0,26.609,0,0,0
7,1,2,0,0,26.571,5,0,26.571,0,0,0
7,1,3,0,0,26.573,5,0,26.573,0,0,0
7,1,4,0,0,26.561,5,0,26.561,0,0,0
7,1,5,0,0,26.991,2,0,26.991,0,0,0
7,1,6,6,36,27.263,2,34.676,26.607,61.585,45.955,22.9775
7,1,7,226,161,27.653,2,217.106,31.99,358.53,318.362,182.1585
7,1,8,1,156,28.205,2,147.963,31.312,259.247,227.436,272.899
7,1,9,33,298,28.648,2,300.445,35.541,515.045,461.393,344.4145
7,1,10,11,213,28.839,2,210.22,33.86,363.741,323.13,392.2615
7,1,11,203,391,28.987,2,526.417,41.858,874.109,788.08,555.605
7,1,12,725,205,28.945,2,766.115,48.684,1224.467,1104.912,946.496
7,1,13,709,200,28.734,2,695.379,47.421,1114.128,1005.338,1055.125
7,1,14,669,189,28.403,2,568.463,43.755,916.046,826.105,915.7215
7,1,15,596,170,27.977,2,399.807,38.707,636.125,571.779,698.942
7,1,16,372,166,27.498,2,220.208,33.07,341.768,303.022,437.4005
7,1,17,57,84,27.063,2,60.484,27.82,107.787,88.429,195.7255
7,1,18,0,0,26.95,2,0,26.95,0,0,44.2145
7,1,19,0,0,26.89,2,0,26.89,0,0,0
7,1,20,0,0,26.824,2,0,26.824,0,0,0
7,1,21,0,0,26.799,2,0,26.799,0,0,0
7,1,22,0,0,26.719,2,0,26.719,0,0,0
7,1,23,0,0,26.616,2,0,26.616,0,0,0
7,2,0,0,0,26.572,2,0,26.572,0,0,0
7,2,1,0,0,26.536,2,0,26.536,0,0,0
7,2,2,0,0,26.538,2,0,26.538,0,0,0
7,2,3,0,0,26.561,2,0,26.561,0,0,0
7,2,4,0,0,26.625,2,0,26.625,0,0,0
7,2,5,0,0,26.706,2,0,26.706,0,0,0
7,2,6,17,38,26.994,2,37.772,26.411,66.159,50.16,25.08
7,2,7,370,116,27.491,2,220.799,31.932,351.885,312.282,181.221
7,2,8,314,230,27.955,2,371.8,36.91,619.623,556.748,434.515
7,2,9,639,181,28.302,2,592.068,43.303,964.742,870.224,713.486
7,2,10,693,196,28.514,2,713.132,47.149,1147.497,1035.472,952.848
7,2,11,124,399,28.712,3,472.266,40.103,791.59,713.18,874.326
7,2,12,270,399,28.545,3,583.913,41.911,968.771,873.872,793.526
7,2,13,582,243,28.263,3,644.215,43.248,1055.853,952.672,913.272
7,2,14,357,326,28.009,3,510.211,40.105,845.163,761.818,857.245
7,2,15,140,290,27.719,3,320.79,35.153,542.317,486.276,624.047
7,2,16,7,152,27.462,3,140.149,30.212,246.13,215.411,350.8435
7,2,17,0,65,27.251,3,53.786,27.499,95.997,77.593,146.502
7,2,18,0,0,27.209,3,0,27.209,0,0,38.7965
7,2,19,0,0,27.216,3,0,27.216,0,0,0
7,2,20,0,0,27.178,2,0,27.178,0,0,0
7,2,21,0,0,27.092,2,0,27.092,0,0,0
7,2,22,0,0,27.016,2,0,27.016,0,0,0
7,2,23,0,0,26.923,2,0,26.923,0,0,0
7,3,0,0,0,26.846,2,0,26.846,0,0,0
7,3,1,0,0,26.779,3,0,26.779,0,0,0
7,3,2,0,0,26.694,3,0,26.694,0,0,0
7,3,3,0,0,26.681,3,0,26.681,0,0,0
7,3,4,0,0,26.648,3,0,26.648,0,0,0
7,3,5,0,0,26.693,3,0,26.693,0,0,0
7,3,6,0,32,27.105,3,30.332,26.436,54.41,39.355,19.6775
7,3,7,210,143,27.583,3,196.15,30.939,325.028,287.697,163.526
7,3,8,541,156,28.064,3,419.656,37.034,690.488,621.267,454.482
7,3,9,637,181,28.586,3,591.026,41.992,969.583,874.608,747.9375
7,3,10,586,243,28.888,3,674.524,44.562,1100.777,993.277,933.9425
7,3,11,718,203,28.895,3,771.202,46.914,1245.02,1123.44,1058.3585
7,3,12,535,282,28.718,3,686.162,45.063,1118.572,1009.352,1066.396
7,3,13,708,200,28.441,3,696.328,44.825,1131.038,1020.61,1014.981
7,3,14,668,189,28.075,3,569.573,41.636,928.175,837.097,928.8535
7,3,15,594,170,27.703,3,400.545,37.118,642.922,577.969,707.533
7,3,16,465,138,27.395,3,215.474,32.109,324.919,287.598,432.7835
7,3,17,230,82,27.157,3,62.244,27.793,110.937,91.323,189.4605
7,3,18,0,0,27.053,3,0,27.053,0,0,45.6615
7,3,19,0,0,27.047,3,0,27.047,0,0,0
7,3,20,0,0,26.995,3,0,26.995,0,0,0
7,3,21,0,0,26.896,4,0,26.896,0,0,0
7,3,22,0,0,26.79,4,0,26.79,0,0,0
7,3,23,0,0,26.673,4,0,26.673,0,0,0
7,4,0,0,0,26.601,4,0,26.601,0,0,0
7,4,1,0,0,26.501,4,0,26.501,0,0,0
7,4,2,0,0,26.436,4,0,26.436,0,0,0
7,4,3,0,0,26.425,4,0,26.425,0,0,0
7,4,4,0,0,26.438,4,0,26.438,0,0,0
7,4,5,0,0,26.479,4,0,26.479,0,0,0
7,4,6,0,32,26.794,4,30.332,26.188,54.474,39.414,19.707
7,4,7,102,142,27.179,4,162.938,29.524,278.554,245.13,142.272
7,4,8,307,239,27.595,4,376.548,34.79,634.682,570.465,407.7975
7,4,9,101,324,27.996,4,368.566,35.448,630.89,567.011,568.738
7,4,10,692,196,28.346,4,713.358,43.012,1172.854,1058.359,812.685
7,4,11,713,209,28.548,4,773.295,45.1,1260.348,1137.252,1097.8055
7,4,12,682,225,28.527,4,752.395,44.761,1227.836,1107.95,1122.601
7,4,13,551,260,28.365,4,638.805,42.214,1053.025,950.114,1029.032
7,4,14,669,189,28.079,4,571.063,40.302,937.085,845.171,897.6425
7,4,15,596,170,27.702,4,402.184,36.246,648.558,583.101,714.136
7,4,16,467,138,27.367,4,216.51,31.62,327.322,289.798,436.4495
7,4,17,232,83,27.052,4,62.903,27.607,112.211,92.494,191.146
7,4,18,0,0,26.951,4,0,26.951,0,0,46.247
7,4,19,0,0,26.912,4,0,26.912,0,0,0
7,4,20,0,0,26.855,4,0,26.855,0,0,0
7,4,21,0,0,26.82,4,0,26.82,0,0,0
7,4,22,0,0,26.781,4,0,26.781,0,0,0
7,4,23,0,0,26.791,4,0,26.791,0,0,0
7,5,0,0,0,26.744,4,0,26.744,0,0,0
7,5,1,0,0,26.682,4,0,26.682,0,0,0
7,5,2,0,0,26.665,4,0,26.665,0,0,0
7,5,3,0,0,26.649,4,0,26.649,0,0,0
7,5,4,0,0,26.649,4,0,26.649,0,0,0
7,5,5,0,0,26.737,4,0,26.737,0,0,0
7,5,6,13,36,26.95,4,35.571,26.463,62.579,46.868,23.434
7,5,7,262,130,27.284,4,200.812,30.458,329.185,291.504,169.186
7,5,8,513,166,27.765,4,415.04,35.854,687.956,618.963,455.2335
7,5,9,616,185,28.15,4,581.508,40.161,963.172,868.802,743.8825
7,5,10,692,196,28.324,4,713.935,43.406,1171.471,1057.111,962.9565
7,5,11,719,203,28.475,4,773.449,45.032,1261.046,1137.881,1097.496
7,5,12,724,205,28.414,4,768.509,44.982,1252.559,1130.234,1134.0575
7,5,13,708,200,28.179,4,698.17,43.29,1143.237,1031.625,1080.9295
7,5,14,540,238,27.869,4,540.196,39.562,892.66,804.904,918.2645
7,5,15,585,175,27.576,4,402.987,36.076,651.38,585.671,695.2875
7,5,16,402,161,27.287,4,224.227,31.706,347.887,308.623,447.147
7,5,17,47,84,27.053,4,60.734,27.577,108.358,88.953,198.788
7,5,18,0,0,26.971,4,0,26.971,0,0,44.4765
7,5,19,0,0,26.972,4,0,26.972,0,0,0
7,5,20,0,0,26.892,4,0,26.892,0,0,0
7,5,21,0,0,26.802,4,0,26.802,0,0,0
7,5,22,0,0,26.694,4,0,26.694,0,0,0
7,5,23,0,0,26.616,4,0,26.616,0,0,0
7,6,0,0,0,26.556,4,0,26.556,0,0,0
7,6,1,0,0,26.519,4,0,26.519,0,0,0
7,6,2,0,0,26.528,4,0,26.528,0,0,0
7,6,3,0,0,26.53,4,0,26.53,0,0,0
7,6,4,0,0,26.529,4,0,26.529,0,0,0
7,6,5,0,0,26.613,4,0,26.613,0,0,0
7,6,6,12,35,26.867,4,34.564,26.355,60.897,45.322,22.661
7,6,7,368,115,27.213,5,219.389,30.437,352.134,312.51,178.916
7,6,8,542,157,27.568,5,421.67,35.023,700.902,630.742,471.626
7,6,9,639,181,27.923,5,593.5,39.021,988.545,891.776,761.259
7,6,10,694,196,28.193,5,716.102,41.918,1184.063,1068.472,980.124
7,6,11,125,399,28.332,5,473.879,37.601,804.371,724.787,896.6295
7,6,12,337,390,28.326,5,630.895,40.232,1055.461,952.317,838.552
7,6,13,389,349,28.189,5,604.375,39.831,1010.282,911.45,931.8835
7,6,14,541,238,27.947,5,541.601,38.337,900.639,812.138,861.794
7,6,15,598,170,27.631,5,404.713,35.276,656.253,590.107,701.1225
7,6,16,469,139,27.353,5,219.11,31.174,332.453,294.495,442.301
7,6,17,77,87,27.124,5,61.99,27.576,110.599,91.013,192.754
7,6,18,0,0,27.077,5,0,27.077,0,0,45.5065
7,6,19,0,0,27.06,5,0,27.06,0,0,0
7,6,20,0,0,27.036,5,0,27.036,0,0,0
7,6,21,0,0,26.967,5,0,26.967,0,0,0
7,6,22,0,0,26.912,5,0,26.912,0,0,0
7,6,23,0,0,26.874,5,0,26.874,0,0,0
7,7,0,0,0,26.803,5,0,26.803,0,0,0
7,7,1,0,0,26.704,5,0,26.704,0,0,0
7,7,2,0,0,26.634,5,0,26.634,0,0,0
7,7,3,0,0,26.584,4,0,26.584,0,0,0
7,7,4,0,0,26.583,4,0,26.583,0,0,0
7,7,5,0,0,26.618,4,0,26.618,0,0,0
7,7,6,11,35,26.903,4,34.471,26.39,60.816,45.247,22.6235
7,7,7,368,115,27.32,4,219.485,30.895,351.536,311.962,178.6045
7,7,8,543,157,27.919,4,422.456,36.203,698.165,628.251,470.1065
7,7,9,641,181,28.382,4,595.312,40.695,983.258,886.989,757.62
7,7,10,696,196,28.701,4,718.326,43.896,1175.796,1061.013,974.001
7,7,11,723,204,28.816,5,779.271,43.952,1277.757,1152.936,1106.9745
7,7,12,728,206,28.806,4,774.514,45.503,1259.059,1136.091,1144.5135
7,7,13,713,201,28.586,4,704.721,43.839,1150.904,1038.547,1087.319
7,7,14,674,190,28.299,5,577.856,39.55,952.35,859,948.7735
7,7,15,601,171,27.998,4,407.751,36.675,656.893,590.69,724.845
7,7,16,472,140,27.595,4,221.284,31.965,334.694,296.547,443.6185
7,7,17,120,92,27.237,4,64.894,27.85,115.629,95.635,196.091
7,7,18,0,0,27.15,4,0,27.15,0,0,47.8175
7,7,19,0,0,27.107,4,0,27.107,0,0,0
7,7,20,0,0,27.026,4,0,27.026,0,0,0
7,7,21,0,0,26.918,4,0,26.918,0,0,0
7,7,22,0,0,26.806,4,0,26.806,0,0,0
7,7,23,0,0,26.682,4,0,26.682,0,0,0
7,8,0,0,0,26.648,4,0,26.648,0,0,0
7,8,1,0,0,26.584,4,0,26.584,0,0,0
7,8,2,0,0,26.547,5,0,26.547,0,0,0
7,8,3,0,0,26.532,5,0,26.532,0,0,0
7,8,4,0,0,26.543,4,0,26.543,0,0,0
7,8,5,0,0,26.626,4,0,26.626,0,0,0
7,8,6,10,34,26.914,4,33.463,26.379,59.105,43.673,21.8365
7,8,7,367,115,27.241,4,219.297,30.809,351.46,311.892,177.7825
7,8,8,542,156,27.562,4,421.341,35.819,697.675,627.806,469.849
7,8,9,499,238,27.83,4,553.919,39.276,923.445,832.81,730.308
7,8,10,695,196,28.087,4,718.299,43.209,1179.972,1064.781,948.7955
7,8,11,723,204,28.244,4,780.178,44.951,1272.704,1148.385,1106.583
7,8,12,728,206,28.452,4,775.538,45.176,1262.932,1139.58,1143.9825
7,8,13,713,201,28.375,4,705.794,43.654,1153.858,1041.214,1090.397
7,8,14,280,340,28.064,4,480.389,38.519,804.212,724.643,882.9285
7,8,15,442,231,27.689,4,396.201,35.929,650.061,584.47,654.5565
7,8,16,472,139,27.347,3,221.086,32.181,334.045,295.953,440.2115
7,8,17,181,90,27.032,3,64.099,27.723,114.281,94.396,195.1745
7,8,18,0,0,26.964,3,0,26.964,0,0,47.198
7,8,19,0,0,26.98,4,0,26.98,0,0,0
7,8,20,0,0,26.959,4,0,26.959,0,0,0
7,8,21,0,0,26.917,4,0,26.917,0,0,0
7,8,22,0,0,26.879,4,0,26.879,0,0,0
7,8,23,0,0,26.821,4,0,26.821,0,0,0
7,9,0,0,0,26.755,4,0,26.755,0,0,0
7,9,1,0,0,26.686,3,0,26.686,0,0,0
7,9,2,0,0,26.589,3,0,26.589,0,0,0
7,9,3,0,0,26.424,3,0,26.424,0,0,0
7,9,4,0,0,26.365,3,0,26.365,0,0,0
7,9,5,0,0,26.416,3,0,26.416,0,0,0
7,9,6,22,36,26.756,3,36.357,26.22,63.217,47.455,23.7275
7,9,7,367,115,27.204,3,219.448,31.115,351.226,311.679,179.567
7,9,8,531,156,27.817,3,416.103,36.759,686.041,617.22,464.4495
7,9,9,642,182,28.369,3,598.022,41.926,981.715,885.592,751.406
7,9,10,615,232,28.786,3,690.375,44.833,1125.157,1015.299,950.4455
7,9,11,725,204,28.834,3,782.773,47.146,1262.451,1139.147,1077.223
7,9,12,730,206,28.693,3,778.213,47.114,1254.606,1132.079,1135.613
7,9,13,715,201,28.431,3,708.361,45.292,1148.383,1036.272,1084.1755
7,9,14,675,190,28.089,3,580.557,41.926,945.685,852.962,944.617
7,9,15,602,171,27.697,3,410.005,37.355,658.818,592.442,722.702
7,9,16,473,140,27.224,3,222.877,32.132,337.19,298.832,445.637
7,9,17,238,84,26.895,3,63.619,27.575,113.506,93.684,196.258
7,9,18,0,0,26.777,3,0,26.777,0,0,46.842
7,9,19,0,0,26.779,3,0,26.779,0,0,0
7,9,20,0,0,26.732,3,0,26.732,0,0,0
7,9,21,0,0,26.645,3,0,26.645,0,0,0
7,9,22,0,0,26.523,3,0,26.523,0,0,0
7,9,23,0,0,26.401,3,0,26.401,0,0,0
7,10,0,0,0,26.291,3,0,26.291,0,0,0
7,10,1,0,0,26.264,4,0,26.264,0,0,0
7,10,2,0,0,26.245,4,0,26.245,0,0,0
7,10,3,0,0,26.224,4,0,26.224,0,0,0
7,10,4,0,0,26.191,4,0,26.191,0,0,0
7,10,5,0,0,26.252,4,0,26.252,0,0,0
7,10,6,5,34,26.592,4,32.678,26.031,58.261,42.897,21.4485
7,10,7,97,140,27.056,4,159.86,29.336,273.844,240.814,141.8555
7,10,8,543,157,27.5,4,423.543,35.686,701.984,631.726,436.27
7,10,9,642,182,27.957,4,598.659,40.343,990.784,893.803,762.7645
7,10,10,641,223,28.212,4,703.001,43.1,1155.943,1043.095,968.449
7,10,11,724,204,28.184,4,782.967,44.92,1277.568,1152.766,1097.9305
7,10,12,451,338,28.156,4,676.644,42.849,1116.531,1007.508,1080.137
7,10,13,713,201,27.996,4,708.057,43.139,1160.851,1047.526,1027.517
7,10,14,308,345,27.742,3,502.715,39.817,835.804,753.325,900.4255
7,10,15,488,229,27.438,3,415.248,37.031,676.305,608.36,680.8425
7,10,16,12,156,27.07,3,145.118,30.162,254.398,222.991,415.6755
7,10,17,9,82,26.774,3,63.668,27.257,113.765,93.922,158.4565
7,10,18,0,0,26.718,3,0,26.718,0,0,46.961
7,10,19,0,0,26.692,3,0,26.692,0,0,0
7,10,20,0,0,26.661,3,0,26.661,0,0,0
7,10,21,0,0,26.595,3,0,26.595,0,0,0
7,10,22,0,0,26.506,3,0,26.506,0,0,0
7,10,23,0,0,26.368,3,0,26.368,0,0,0
7,11,0,0,0,26.254,3,0,26.254,0,0,0
7,11,1,0,0,26.161,3,0,26.161,0,0,0
7,11,2,0,0,26.065,3,0,26.065,0,0,0
7,11,3,0,0,25.982,3,0,25.982,0,0,0
7,11,4,0,0,25.964,3,0,25.964,0,0,0
7,11,5,0,0,26,3,0,26,0,0,0
7,11,6,6,33,26.372,3,31.817,25.715,56.703,41.464,20.732
7,11,7,364,114,26.853,4,217.991,30.382,350.241,310.777,176.1205
7,11,8,541,156,27.563,4,422.042,35.833,699.063,629.068,469.9225
7,11,9,639,181,28.099,4,596.421,40.435,986.7,890.106,759.587
7,11,10,694,196,28.45,4,720.067,43.685,1180.175,1064.964,977.535
7,11,11,722,204,28.411,4,782.39,45.164,1275.074,1150.519,1107.7415
7,11,12,140,409,28.272,4,494.432,39.169,832.552,750.373,950.446
7,11,13,71,335,28.04,4,365.744,35.665,626.516,563.027,656.7
7,11,14,582,243,27.772,4,575.184,39.556,951.059,857.831,710.429
7,11,15,111,286,27.489,4,308.808,34.06,526.786,472.107,664.969
7,11,16,17,180,27.113,4,166.467,30.097,291.559,257.046,364.5765
7,11,17,0,69,26.781,3,56.479,27.146,100.972,82.166,169.606
7,11,18,0,0,26.719,3,0,26.719,0,0,41.083
7,11,19,0,0,26.738,3,0,26.738,0,0,0
7,11,20,0,0,26.767,3,0,26.767,0,0,0
7,11,21,0,0,26.707,3,0,26.707,0,0,0
7,11,22,0,0,26.597,4,0,26.597,0,0,0
7,11,23,0,0,26.432,4,0,26.432,0,0,0
7,12,0,0,0,26.342,4,0,26.342,0,0,0
7,12,1,0,0,26.277,4,0,26.277,0,0,0
7,12,2,0,0,26.188,4,0,26.188,0,0,0
7,12,3,0,0,26.167,3,0,26.167,0,0,0
7,12,4,0,0,26.143,4,0,26.143,0,0,0
7,12,5,0,0,26.165,4,0,26.165,0,0,0
7,12,6,5,33,26.453,4,31.729,25.868,56.598,41.367,20.6835
7,12,7,172,135,26.857,4,177.864,29.52,298.525,263.427,152.397
7,12,8,0,145,27.169,4,137.261,29.259,242.931,212.479,237.953
7,12,9,7,195,27.373,4,189.289,30.507,332.867,294.875,253.677
7,12,10,83,357,27.583,4,398.99,35.308,684.919,616.2,455.5375
7,12,11,552,269,27.65,4,702.87,42.161,1163.929,1050.304,833.252
7,12,12,565,269,27.6,4,705.834,42.751,1164.762,1051.055,1050.6795
7,12,13,178,384,27.442,4,488.19,38.061,825.324,743.812,897.4335
7,12,14,5,167,27.31,4,161.156,30.547,283.312,249.49,496.651
7,12,15,50,251,27.147,4,252.636,31.687,438.67,391.645,320.5675
7,12,16,201,199,26.944,4,217.493,30.91,359.796,319.521,355.583
7,12,17,88,102,26.766,4,67.275,27.411,120.121,99.762,209.6415
7,12,18,0,0,26.725,4,0,26.725,0,0,49.881
7,12,19,0,0,26.762,4,0,26.762,0,0,0
7,12,20,0,0,26.784,4,0,26.784,0,0,0
7,12,21,0,0,26.735,4,0,26.735,0,0,0
7,12,22,0,0,26.631,4,0,26.631,0,0,0
7,12,23,0,0,26.595,4,0,26.595,0,0,0
7,13,0,0,0,26.531,4,0,26.531,0,0,0
7,13,1,0,0,26.513,4,0,26.513,0,0,0
7,13,2,0,0,26.477,4,0,26.477,0,0,0
7,13,3,0,0,26.429,4,0,26.429,0,0,0
7,13,4,0,0,26.456,4,0,26.456,0,0,0
7,13,5,0,0,26.473,4,0,26.473,0,0,0
7,13,6,0,30,26.693,4,28.432,26.042,51.097,36.308,18.154
7,13,7,170,141,26.962,4,182.756,29.726,307.072,271.255,153.7815
7,13,8,418,206,27.326,5,405.335,34.402,680.872,612.516,441.8855
7,13,9,638,181,27.686,5,597.269,38.828,996.344,898.836,755.676
7,13,10,693,196,28.016,5,721.242,41.844,1193.463,1076.953,987.8945
7,13,11,567,263,28.172,4,710.739,43.453,1169.184,1055.047,1066
7,13,12,726,205,28.151,4,778.808,44.816,1270.99,1146.841,1100.944
7,13,13,711,201,28.065,4,710.262,43.446,1162.983,1049.45,1098.1455
